2.482820289961685578e+00,1.487444069537279256e+00
2.557192493438549707e+00,5.534252862231954229e-01
2.584863757749709556e+00,-4.021410314025558597e-01
2.564756706179581958e+00,-1.332861016589592662e+00
2.498113655350102214e+00,-2.189658547706395009e+00
2.388630727964782263e+00,-2.928357359958872586e+00
2.242212859966838501e+00,-3.516361584764895021e+00
2.066394780728593616e+00,-3.936619712995264919e+00
1.869563795078830415e+00,-4.188014843447129820e+00
1.660163052906473924e+00,-4.282583986517244590e+00
1.446033853580611650e+00,-4.240896822475606065e+00
1.233989012456831347e+00,-4.087155455277955873e+00
1.029631239692933464e+00,-3.878525111096045919e+00
8.357049841381312127e-01,-3.634895274750058913e+00
6.539602204006282893e-01,-3.371816601616418829e+00
4.853693903198073034e-01,-3.100677209120854094e+00
3.303355298637645765e-01,-2.829309278684782214e+00
1.888700659295254602e-01,-2.562749113272364543e+00
6.073261026590723310e-02,-2.303980344226283172e+00
-5.446640694540692829e-02,-2.054575431539120700e+00
-1.571951785223629772e-01,-1.815206769272168730e+00
-2.479555169859714026e-01,-1.586029923410408271e+00
-3.272570131564918050e-01,-1.366955677234353628e+00
-3.956047970182094975e-01,-1.157831741544642856e+00
-4.534963840954416292e-01,-9.585542128290189812e-01
-5.014240947368925339e-01,-7.691261539346636589e-01
-5.398804024336256724e-01,-5.896776087793027532e-01
-5.693642828725907767e-01,-4.204586237666246284e-01
-5.903872140609219832e-01,-2.618146147100623988e-01
-6.034779447964251364e-01,-1.141516339113970158e-01
-6.091855264919949775e-01,2.210237878391882460e-02
-6.080804075527990182e-01,1.465355679105595221e-01
-6.007536291572710407e-01,2.587857660071904986e-01
-5.878143408569115325e-01,3.585672882635206893e-01
-5.698859764437355091e-01,4.456895680514526004e-01
-5.476014980411628708e-01,5.200672740056243581e-01
-5.215981343408816473e-01,5.817223892448525335e-01
-4.925120148786390484e-01,6.307793773654379876e-01
-4.609730460103671490e-01,6.674549815979072820e-01
-4.276002969304718015e-01,6.920444009740681635e-01
-3.929980768817684100e-01,7.049055820972022213e-01
-3.577527977769082712e-01,7.064431967750394170e-01
-3.224306379381562948e-01,7.054269272775702815e-01
-2.871592915742777752e-01,7.020616702569293377e-01
-2.520562080614313083e-01,6.965417490736319772e-01
-2.172291206077497094e-01,6.890489929394366664e-01
-1.827766709607778761e-01,6.797515149000402657e-01
-1.487890952157758517e-01,6.688031068596841378e-01
-1.153489398727916421e-01,6.563431645137927095e-01
-8.253178164710200937e-02,6.424970546339587862e-01
-5.040692891540406867e-02,6.273768403181216868e-01
-1.903808689949798572e-02,6.110822853979942515e-01
1.151602737040172825e-02,5.937020661975719316e-01
4.120113068028032760e-02,5.753151264809883703e-01
6.996688700432975028e-02,5.559921191382475314e-01
9.776649296124212407e-02,5.357968855404242614e-01
1.245563372382633427e-01,5.147879303155006303e-01
1.502957337540383742e-01,4.930198554423996238e-01
1.749467265261583637e-01,4.705447230208973930e-01
1.984739626772032417e-01,4.474133209044914294e-01
2.208446287224278271e-01,4.236763096814269991e-01
2.420284442064991881e-01,3.993852333780867347e-01
2.619977058754034971e-01,3.745933798660722736e-01
2.807273748687071357e-01,3.493564803977964317e-01
2.981951988885969684e-01,3.237332410736130095e-01
3.143818609422776023e-01,2.977857024271009512e-01
3.292711460636326692e-01,2.715794267421527963e-01
